Filename,Residue_Code,File_Hash,Fragment_SMILES,Frag_Heavy_Atoms,Parent_Heavy_Atoms,Delta_atom_count,Parent_CID,Parent_ChEBI,Parent_Name,Match_Method
uni_amino03.lib_SER_sybyl.mol2,SER,844b052eec0c4a76ac2210756976424729ca9ee725c213e5702c2e48a69ad252,[NH][C@@H]([C]O)[C][O],6,22,16,177746375,-,GalNAz-1-P,Substructure
aminont15ipq-vac_10.0.lib_NGLH_sybyl.mol2,NGLH,455482b98438fadb9869eefaa2d1effb760a00d430b4451901a1b77accad34a3,[NH3+][C@@H]([CH2]=[CH2][C]([O])O)[C][O],0,0,0,-,-,"API Error: PubChem HTTP Error 400 PUGREST.BadRequest: The given listkey is invalid, or the operation represented by the listkey has failed",Failed
all_prot_nucleic10.lib_C5P_sybyl.mol2,C5P,ff30043a909ebd1ba31ea1f2dfbb5b15f14b03958c986704d88529ca0c4560b2,OC[C@H]1O[C@@H]([N]2=CC=C(N)NC2=O)[C@@H]([C@@H]1[O])O,0,17,17,23277867,-,4pda,Substructure
uni_aminont03.lib_NVAL_sybyl.mol2,NVAL,0b1c6b7748729b9e3e3bc59d8632009f013413ed66d6ab2198fcbb9d57439e77,[NH3+][C@@H]([C]([C])[C])[C][O],7,8,1,6971018,CHEBI:57762,2-aminoisovaleric acid,Substructure
amberdyes.lib_L1R_sybyl.mol2,L1R,6c3a4b012894e821c2705282f92e523f1e5b9c0643b15b731e374f0f96a3550c,[C@@H](CCCC[NH])([NH])[C][O],9,34,25,177746405,-,EX-A16035F,Substructure
ff15ipq-19F.lib_F4F_sybyl.mol2,F4F,49f6a2d6813e78d6b07355fefb6eb9b8c192a9ecd6abcd17e5de705c4d79d64d,[NH][C@@H](Cc1ccc(F)cc1)[C][O],12,13,1,4654,-,51-65-0,Substructure
all_modrna08.lib_OMU_sybyl.mol2,OMU,1d0edfb05f921a140bdcb4a958d4d01b7ef74c8b115c3cfa753e7aa0d7a4a6c3,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)OC,22,20,-2,25023713,-,"[(2S,3S,5R)-5-[(2R,4R)-2,4-dihydroxy-1,3-diazinan-1-yl]-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",Similarity
uni_amino03.lib_VAL_sybyl.mol2,VAL,4ba1e7e557d0456732a98cba797e3a4b440c6da207ec8dd542a8388b86450538,[NH][C@@H]([C]([C])[C])[C][O],7,13,6,162337007,-,"1,2,4,5-tetrahydro-3-benzoxepin-5-amine;hydrochloride",Substructure
phosaa14SB.lib_PTR_sybyl.mol2,PTR,97e1ae6517175d5a4cd5887ee2766634053cfaedf156fbaeae863ba11c206840,[NH][C@@H](Cc1ccc(cc1)O[P]([O])([O])[O])[C][O],16,31,15,129218208,-,SCHEMBL18954443,Substructure
uni_aminoct03.lib_CALA_sybyl.mol2,CALA,2b6bfa89c6bdc73ccb336c502a9aa26f45b483056d08329b188ca65c7d31fdc2,[NH][C@@H]([C])[C]([O-])[O-],6,14,8,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
amberdyes.lib_C2R_sybyl.mol2,C2R,4c50efc0896c69fc8a860bcdb733ccf398d9c8fabd53beffc899703d4c940674,[NH][C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CC[NH])[C][O],16,0,-16,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_modrna08.lib_SPA_sybyl.mol2,SPA,824430345e888d56c22334d8b3187ed669667670b34904fb0ff195a811f9d8d2,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NCC=C(C)C)nc(nc12)SC,29,30,1,71627263,CHEBI:74646,2-methylthio-N(6)-dimethylallyladenine 5'-monophosphate,Substructure
ff15ipq-19F.lib_W5F_sybyl.mol2,W5F,3391885ea4b87b29f1d3bef2e1b35eaf0c5010c324ed42fdc82568739a1b28fc,[NH][C@@H](C[C]1[CH]Nc2ccc(F)cc12)[C][O],15,16,1,688357,CHEBI:77837,16626-02-1,Substructure
amberdyes.lib_L2N_sybyl.mol2,L2N,2278486e51c4af665fbfb74b276daedd74df10bf41586a6353ae980b32a09a48,[C@@H](CCCCN[C](CCC[N]C)[O])([NH3+])[C][O],16,21,5,21673819,-,"[1-carboxy-2-(2-pyridin-4-yl-1,3-benzoxazol-5-yl)ethyl]azanium",Substructure
uni_amino03.lib_HIP_sybyl.mol2,HIP,b78b83ef05fdf66c655b50e6d94f11d77cda1743d7580d150ff832308a8ce539,[NH][C@@H]([C][C]1N[CH]N[CH]1)[C][O],10,10,0,165271,CHEBI:16255,L-histidinol,Substructure
uni_aminont03.lib_NHID_sybyl.mol2,NHID,9e12a4157069553be24f5a6dfa4a096916481d63e42f87fb4b772ee92b7e4363,[NH3+][C@@H]([C][C]1N[CH][N][CH]1)[C][O],10,11,1,6971009,CHEBI:57595,L-histidine zwitterion,Substructure
all_modrna08.lib_HNA_sybyl.mol2,HNA,130e4e5f12c0b7952d66aedbe4b457c8fd488fdaa32764571662c2f6e1c22251,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@@H]([C@H](CC)O)[C]([O-])[O-])ncnc12,33,24,-9,6419976,CHEBI:181427,18422-05-4,Similarity
all_nucleic94.nmr.lib_RA3_sybyl.mol2,RA3,3569c082a066361b53cd7c416fc1e7f9aa4d5a2cab933fccb527c203e173db99,[P](=O)([O])OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1O)O,22,22,0,6076,CHEBI:17489,Cyclic AMP,Substructure
uni_amino03.lib_TYR_sybyl.mol2,TYR,b84dfae92376c0e988587ae97e03d170606f04db51e6598816f69ba331fc20fa,[NH][C@@H]([C]c1ccc(O)cc1)[C][O],12,18,6,177740089,-,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid;2-methylpropan-1-ol,Substructure
all_modrna08.lib_BUG_sybyl.mol2,BUG,94340a562738938f6abd875c38ba196629d5ddc988751194eff323c948ed7c4f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)C[C@@H]([C@@H]([C]([O-])[O-])N)O)C)C,35,32,-3,71464647,CHEBI:73626,CHEBI:73626,Similarity
xFPchromophores.lib_CRF_sybyl.mol2,CRF,47c02d9a189f589371d5f7b0c27b4682ec6ab4119ba9a564c365431e0256dcc6,[NH][C@H]([C]1[N][C]([C]([O])N1C[C][O])[CH][C]1c2c(N[CH]1)cccc2)[C@H](O)C,24,25,1,137348972,-,"Chromophore (Thr, Trp, Gly)",Substructure
uni_aminoct03.lib_CLEU_sybyl.mol2,CLEU,ca308ee510671639fc2f7d48f53a05840a9f0412cb29446caa0dad64e3d64538,[NH][C@@H]([C][C]([C])[C])[C]([O-])[O-],9,31,22,73419,CHEBI:9189,Solanocapsine,Substructure
ff15ipq-m.lib_B3N_sybyl.mol2,B3N,0b322b6469ad5d3598be98ff4e51c0eaebc4e8f3ae02b599415ab3a820f22aeb,[NH][CH](=[CH2][C][O])C[C]([O])N,0,0,0,-,-,"API Error: PubChem HTTP Error 400 PUGREST.BadRequest: The given listkey is invalid, or the operation represented by the listkey has failed",Failed
all_prot_nucleic10.lib_D3AE_sybyl.mol2,D3AE,6a19acb1a538cda34dd21983f20c690201e84a89fd064cc3ca5f664c728fd72e,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1O,0,22,22,6076,CHEBI:17489,Cyclic AMP,Substructure
uni_amino03.lib_HIE_sybyl.mol2,HIE,49b260c0ca1215230efa4f30fe89964fcfd124f52581a001adff5de38c606feb,[NH][C@@H]([C][C]1[N][CH]N[CH]1)[C][O],10,10,0,165271,CHEBI:16255,L-histidinol,Substructure
all_modrna08.lib_52U_sybyl.mol2,52U,3ca39daf1687791fdc581259f6297ba762f6838111f684dcc67b9533877046f5,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)C,21,20,-1,68015317,-,SCHEMBL10041994,Similarity
cph_nucleic_caps.lib_CH3_sybyl.mol2,CH3,1c20bf3121f3232579901061de052773fa8acb555a2278ec43325e1de0ae5030,[CH3],1,1,0,297,CHEBI:16183,methane,Similarity
mod_amino.lib_ALY_sybyl.mol2,ALY,aa1161fed2bc90ed2c37ad2a87f7c490053d14594cb0973c3a5d227d743020c9,[NH][C@@H](CCCCNC(=O)C)[C]=O,12,26,14,5042,CHEBI:93814,rebamipide,Substructure
uni_amino03.lib_ALA_sybyl.mol2,ALA,e85b331620dd6dbe3e45fe5d7ec72a7b7a32c37071aae50ad2bd2aa3db8827d1,[NH][C@@H]([C])[C][O],5,17,12,177746782,-,fluorosulfonyloxy-l-phenylalanine,Substructure
amberdyes.lib_C5W_sybyl.mol2,C5W,651c76b2410f04c24153e4bf08b96f9e5b4578bbf81f6e8e0063e3cc590248d7,c1(cc2c(cc1)N([C](C2(C)C)[CH][CH][CH][CH][CH][C]1N(c2ccc(cc2C1(C)C)S([O])([O])[O])CCCCC[C][O])C)S([O])([O])[O],43,46,3,167655020,-,"1-(6-hydroxyhept-6-enyl)-3,3-dimethyl-2-[(E)-2-[(3E)-3-[(2E)-2-(1,3,3,5-tetramethylindol-2-ylidene)ethylidene]cyclohexen-1-yl]ethenyl]-2H-indole-5-sulfonic acid",Similarity
amberdyes.lib_C3W_sybyl.mol2,C3W,e870955d712bedb21c84e68a047ca12dac87e44b62093858b4b803d94506bde2,c1(cc2c(cc1)N([C](C2(C)C)[CH][CH][CH][C]1N(c2ccc(cc2C1(C)C)S([O])([O])[O])CCCCC[C][O])C)S([O])([O])[O],41,55,14,123978724,-,"2-[5-[1-[3-(cyclooctatetraenyl)propyl]-3,3-dimethyl-5-sulfo-2H-indol-2-yl]penta-2,4-dienylidene]-1-[6-(hydroxymethoxy)hexyl]-3,3-dimethylindole-5-sulfonic acid",Similarity
uni_aminoct03.lib_CGLN_sybyl.mol2,CGLN,b452a14487260257c7a191e17a37769b690c00428f153f30ac0c68962d96973c,[NH][C@@H](C#CC(=O)N)[C]([O-])[O-],10,0,-10,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
amberdyes.lib_T39_sybyl.mol2,T39,42bcf4c480145409e311ece27a0d1fa1c9cd40f938cef57b9a1085238ba611e4,[C@H]1(c2c(N(C(C)(C)C1)CCC[C][O])cc1c(c2)[C]([CH][C](O1)[O])C)C,24,19,-5,139470137,-,SCHEMBL21336094,Similarity
all_prot_nucleic10.lib_D5A_sybyl.mol2,D5A,7e0c464a8fbbabbf7a0c7be10ea931219cf10909edb18a0d0f619efae57f6774,OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1[O],0,31,31,177741639,-,"[(2R,3S,5R)-5-(6-amino-7-methylpurin-9-ium-9-yl)-3-hydroxyoxolan-2-yl]methyl [hydroxy(phosphonooxy)phosphoryl] phosphate",Substructure
amberdyes.lib_A59_sybyl.mol2,A59,ac2e94cf6dbc109f5c9a05fc0e66f5322232146e0e480e5940f046c6b5f5ef47,N1(c2c(C(=CC1(C)C)CS([O])([O])[O])cc1c(c2)Oc2c(/C/1=C\1/C=CC(=C=O)C=C1C(=O)O)cc1c(c2)N(C(C=C1CS([O])([O])[O])(C)C)C)C,49,47,-2,89985444,-,SCHEMBL15494146,Similarity
all_prot_nucleic10.lib_G3D_sybyl.mol2,G3D,e7acba089db7ac0a48a322ea222aa1b725d94e6115110c882da1f94958ade554,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1O)O,23,23,0,135398570,CHEBI:16356,7665-99-8,Substructure
atomic_ions.lib_PR_sybyl.mol2,PR,9bfaef7fab25f348b07f0d0695d06074da06a6a4a025dec63b89a648a9e1ec29,P,1,22,21,177746375,-,GalNAz-1-P,Substructure
uni_amino03.lib_GLN_sybyl.mol2,GLN,f9776986e9eb0f5c9946569dac458a9b833a5bd2b36b44a238c1fbbd4ed1fa72,[NH][C@@H]([C][C][C]([O])N)[C][O],9,21,12,4615193,-,252930-37-3,Substructure
atomic_ions.lib_SM_sybyl.mol2,SM,141cbf486399d3d7ef4a6ae179b6f8038e361c6ba0a92950adb67dff530c776d,S,1,1,0,402,CHEBI:16136,hydrogen sulfide,Similarity
uni_aminont03.lib_NHIE_sybyl.mol2,NHIE,97aa9512992b84271544b8b1697d430da048dfe764de562ed66198fa0f3fba9b,[NH3+][C@@H]([C][C]1[N][CH]N[CH]1)[C][O],10,11,1,6971009,CHEBI:57595,L-histidine zwitterion,Substructure
amberdyes.lib_A53_sybyl.mol2,A53,10ba34b7632d45fdb985eea465eca976d2f6b674c3de34636812c2cbfdc17c0d,c1(c2c(cc3C([C@H](Nc13)C)(C)C)C(=C1C=CC(=C=O)C=C1)c1c(O2)c(c2c(c1)C([C@H](N2)C)(C)C)S([O])([O])[O])S([O])([O])[O],42,0,-42,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_modrna08.lib_1MI_sybyl.mol2,1MI,9b6e09696d71dc82716c93e8b4c9d85a6c6326b64d1b76a94aaa7454f6d67948,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N=CN(C2=O)C,23,25,2,18596452,CHEBI:74268,1-methylguanosine 5'-(dihydrogen phosphate),Substructure
all_modrna08.lib_5MU_sybyl.mol2,5MU,d49d9af314ed6fe4b5151d2987ae22f799f1ce27651b96868e87ba3f600b79f3,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)C,21,20,-1,25023713,-,"[(2S,3S,5R)-5-[(2R,4R)-2,4-dihydroxy-1,3-diazinan-1-yl]-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",Similarity
amberdyes.lib_L2R_sybyl.mol2,L2R,048ebee459471be50bf1a65325e3278c5ab04e9967ab04ce4e3837c681271c10,[C@@H](CCCCN[C](CCC[N]C)[O])([NH])[C][O],16,29,13,67223396,-,SCHEMBL1950106,Substructure
all_modrna08.lib_EQG_sybyl.mol2,EQG,6dd1366de051a61d95b528e82622c4b0dff21af3a0614e82e23e9c5834a453b2,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN[C@H]1[C@H](O)[C@H](O)[C@@H]2[C@@H]1O2,33,26,-7,137349893,-,"2-amino-5-(aminomethyl)-7-(5-O-phosphono-beta-D-ribofuranosyl)-3,7-dihydro-4H-pyrrolo[2,3-d]pyrimidin-4-one",Similarity
all_modrna08.lib_MRC_sybyl.mol2,MRC,52b88b7c561ef09fb4347e1837351b2b846466ee85dfc52decaae9312787a756,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(N)C=C1,21,40,19,5274662,-,CHEMBL369784,Substructure
amberdyes.lib_A64_sybyl.mol2,A64,a87bf4485422ed499095448923d4f2be60b2a15f0166527c960535065e582713,[C]1(N(c2ccc(S([O])([O])[O])cc2C1(C)C)CCCS([O])([O])[O])[CH][CH][CH][CH][CH][C]1N(c2ccc(S([O])([O])[O])cc2[C@@]1(C)CCCCC[C][O])CCCS([O])([O])[O],55,53,-2,121380760,-,SCHEMBL17804122,Similarity
uni_aminoct03.lib_CCYS_sybyl.mol2,CCYS,fac6e14b52fc5f7a327222af491771da1a24ceff821c7624057c99e051b4b0dd,[NH][C@@H]([C]S)[C]([O-])[O-],7,27,20,6436219,CHEBI:49703,latrunculin B,Substructure
lipid21.lib_PE_sybyl.mol2,PE,0a42d5897597499145f2e7b2b6e45c9881a5a981242f1eb54b8719b815c8cc17,[C](=O)OC[C@H](CO[P](OCC[NH3+])([O])[O])O[C]=O,17,34,17,78225765,-,2lyb,Substructure
ff15ipq-m.lib_BCY_sybyl.mol2,BCY,44ec10c2a6758f647eb395627e8d52bc96e0d19efabb516131a5285d9505f2df,[NH][C@H]1CCC[C@@H]1[C][O],8,9,1,73305,CHEBI:218430,Cispentacin,Substructure
all_modrna08.lib_SCU_sybyl.mol2,SCU,6811238b6b1a9a5c32634dd69e86e315969820b87666578291aba0e69020ad45,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)CNC[C]([O-])[O-],26,0,-26,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
uni_amino03.lib_LEU_sybyl.mol2,LEU,7232f8fee721abeaed492a420aff347b902d03697ef09df9ad503d0b695a5fa8,[NH][C@@H]([C][C]([C])[C])[C][O],8,17,9,177746782,-,fluorosulfonyloxy-l-phenylalanine,Substructure
uni_aminoct03.lib_CPRO_sybyl.mol2,CPRO,7a5f4b4143adfafe5499376a1debfb39107f9ac040b9bca46e3da5292e174ebe,[N]1#CC#C[C@H]1[C]([O-])[O-],0,0,0,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
amberdyes.lib_C3N_sybyl.mol2,C3N,d46c26b969a9a1306860ed173af9055e7e401bf3df430cffec1f3bd86da12dfa,c1cc2c(cc1)N(C)[C](C2(C)C)[CH][CH][CH][C]1N(c2ccccc2C1(C)C)CCCCC[C][O],33,18,-15,101584772,-,(3-methyl-1-phenyl-2H-indol-3-yl)methanol,Similarity
uni_aminoct03.lib_CHIP_sybyl.mol2,CHIP,c2dcd4ba41a006babe7ed741d1cf1fdce0bed75bd64e9ee835d84b163cd981cb,[NH][C@@H]([C][C]1N[CH]N[CH]1)[C]([O-])[O-],11,11,0,162397890,-,(2S)-2-azaniumyl-1-hydroxy-3-(1H-imidazol-5-yl)propan-1-olate,Substructure
RNA.lib_OHE_sybyl.mol2,OHE,34026419dc2913f127fabb1430400f5fc84c2b0e8473e3d7ba088a54978410f3,[OH],1,1,0,962,CHEBI:15377,water,Similarity
uni_aminont03.lib_NGLU_sybyl.mol2,NGLU,b0309c3fb97740ffd9ed573947bee4942a2bc4316f90610230ef76bfb51e5454,[NH3+][C@@H]([C][C][C]([O-])[O-])[C][O],9,11,2,91820297,-,"5,5-Dihydroxyleucine",Substructure
uni_aminont03.lib_NPRO_sybyl.mol2,NPRO,54d7940e569cd960d980cbf9ab6c0db5dd725d1d29d41d92d86cf23d0be22ede,[NH2+]1[C][C][C][C@H]1[C][O],7,8,1,6971047,CHEBI:60039,prol,Substructure
uni_aminont03.lib_NILE_sybyl.mol2,NILE,1a01543a069ff5407a225cac57668bd6a0c6d2e239d5bf6d53cfc8e6cda6c536,[NH3+][C@@H]([C]([C])[C][C])[C][O],8,9,1,7043901,CHEBI:58045,"(2S,3S)-2-ammonio-3-methylpentanoate",Substructure
ff15ipq-m.lib_AIB_sybyl.mol2,AIB,06df3f1a945974c48218dbf492a6750f8037b03e5a044e77473eab4d5302cf50,[NH]C(C)(C)[C][O],6,17,11,177745930,-,(2S)-2-benzamido-2-(hydroxymethyl)butanoic acid,Substructure
phmd.lib_GL2_sybyl.mol2,GL2,c2f6ea14db4c2eb885134bfb2caa606d5f7b051a1f18749cdffcacdb8dad9bb4,[NH][C@@H](CC[C](O)O)[C][O],9,30,21,24766,CHEBI:37397,Chondroitin sulfate,Substructure
all_modrna08.lib_2SC_sybyl.mol2,2SC,f2d277d0f261f99afd69255dcbbe748547c7504aa36c853f90e71e1731297dfd,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=S)N=C(N)C=C1,20,21,1,3037739,-,Thiocytidylate,Substructure
terminal_monophosphate.lib_U5_sybyl.mol2,U5,11ec8f28fdc83dfcdeafec3ecf290edaabfb6d6b80594eb84a6224143d6e3ae5,[P]([O])([O])(O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)NC(=O)C=C1,21,21,0,78224843,-,2za3,Substructure
lipid21.lib_PC_sybyl.mol2,PC,28c4a378165415548fd20c4925bf0e4a4705533caad6f51928c50ce0cba19e0f,[C](=O)OC[C@H](CO[P](OCC[N+](C)(C)C)([O])[O])O[C]=O,20,34,14,78225830,-,2lya,Substructure
mod_amino19.lib_CYF_sybyl.mol2,CYF,765edf11a46bf1bbddd3d137a05cbbc8080cdae5e3f4651152fe4414ea7bb892,[NH][C@@H](Cc1ccc(cc1)C#N)[C]=O,13,32,19,20793892,-,CHEMBL160605,Substructure
uni_aminoct03.lib_CILE_sybyl.mol2,CILE,1321c9e7fc83898142ae4aef7b7c512e4933631bbb275ef615c820834c65ddf5,[NH][C@@H]([C]([C])[C][C])[C]([O-])[O-],9,28,19,9887525,-,CHEMBL51648,Substructure
lipid21.lib_ST_sybyl.mol2,ST,381bd08473d885e4b909ff27423e319fd60103d8a605818f7ac887dd5e235602,CCCCCCCCCCCCCCCC[CH2],17,15,-2,12391,CHEBI:28897,Pentadecane,Similarity
ff15ipq-m.lib_B3G_sybyl.mol2,B3G,3be794fe9701a783eb52dfbb07a6108e23b661c05c597655d1b93f1764532f5c,[NH]CC[C][O],5,5,0,9086,CHEBI:143408,3-Aminopropan-1-ol,Similarity
all_aminoPM3.lib_CYM_sybyl.mol2,CYM,a4027e08bf8cd03d734003517ea08b9db03973fdf8b06f93f163d062ecbc8b66,[NH][C@@H](C[S])[C][O],6,11,5,160931510,-,(2R)-2-azaniumyl-3-(2-chloroethylsulfanyl)propanoate;hydrochloride,Substructure
amberdyes.lib_T48_sybyl.mol2,T48,1cf4295fcae350d65715cfa886d1ed9f25bb60c17ca138a17f2822807fefd014,c1(c2c(ccc1N)C(=C1C(=C=O)C=CC=C1)c1c(c(c(cc1)N)S([O])([O])[O])O2)S([O])([O])[O],32,30,-2,58978856,-,SCHEMBL14365813,Similarity
amberdyes.lib_T49_sybyl.mol2,T49,c1c589bca3473c8f047300c7ccb8b837735ea75d66bad214d8604a36b908daee,c1c2c(cc(N(C)C)c1)N(c1c([CH]2)ccc(c1)N(C)C)CCC[C][O],25,26,1,16212630,CHEBI:52793,ATTO 495-2(1+),Substructure
ff15ipq-m.lib_B3E_sybyl.mol2,B3E,9d573af5c23f2b4071c56ea12ea7ac0a0ce72f3a521043aea0203af305e6a93e,[NH][CH](=[CH2][C][O])CC[C]([O-])[O-],0,0,0,-,-,"API Error: PubChem HTTP Error 400 PUGREST.BadRequest: The given listkey is invalid, or the operation represented by the listkey has failed",Failed
all_modrna08.lib_1MA_sybyl.mol2,1MA,f201978f8177a9ffa5ab986309d2768ad56911c47087682ae429dc10e2325b20,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,0,29,29,123771,-,Epsilon-ADP,Substructure
uni_aminont03.lib_NMET_sybyl.mol2,NMET,d7c4d5f6c2a302ef811cb053ae6e41ef450488efce835d353c3431f9a3a0b6b0,[NH3+][C@@H]([C][C]S[C])[C][O],8,9,1,6992087,CHEBI:57844,(2S)-2-ammonio-4-(methylsulfanyl)butanoate,Substructure
all_prot_nucleic10.lib_CE_sybyl.mol2,CE,9a7cb1d1018379142a64a61e44c2af0f77064a1fb3d633d609f77d0234bffc8e,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])[C@@H]([C@@H]1[O])O,20,80,60,58040509,-,SCHEMBL10013553,Substructure
amberdyes.lib_T51_sybyl.mol2,T51,937aa9f5eb012473cdbbbcd4ef66192d78d871387ab34d08a9ce9a3542cbd832,c1(c2c(ccc1NC(F)(F)F)C(=C1C(=C=O)C=CC=C1)c1c(c(c(cc1)NC(F)(F)F)S([O])([O])[O])O2)S([O])([O])[O],40,0,-40,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
amberdyes.lib_T52_sybyl.mol2,T52,00d233b744a02104c250a6d3c8a9bd4ddcb97d38bf9fa4dd0fb42fb80b703462,c1c2c(cc(NCC)c1C)Oc1c([C]2CC[C][O])cc(c(c1)NCC)C,26,31,5,170500,-,EINECS 255-345-1,Substructure
ff15ipq-m.lib_B3A_sybyl.mol2,B3A,9181bb7bf4bd64e812dbe6957b3223039b8172241ad8a475609b48a99e064396,[NH][C@H](C[C][O])C,6,31,25,177746878,-,"5'-azido-3'-amino-n4-dodecyl-5-methyl-2',3',5'-trideoxycytidine",Substructure
amberdyes.lib_C3R_sybyl.mol2,C3R,413c021e47f138c1e20756119674a20cb58ee1b9abe8ba01704cb30f88d14637,[NH][C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CCN[C](CCC[N]C)[O])[C][O],23,0,-23,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
