Residue_Code,Filename,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
CMP,terminalphos.LJbb-RNA.lib_CMP_sybyl.mol2,45e5cf4a82fa0a59428baa144a6a7abadfa4b3b9753cf2798e3710661d2bff3e,[P]([O])([O])(OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@@H]([C@@H]1[O])O)O,78224439,-,1rnm,Nc1ccn([C@@H]2O[C@H](CO[P]([O])([O])O)[C@@H]([O])[C@H]2O)c(=O)n1,78224439,-,1rnm,Nc1ccn(C2OC(CO[P]([O])([O])O)C([O])C2O)c(=O)n1,,-,Compound_None
B3V,ff15ipq-m.lib_B3V_sybyl.mol2,5bc55549b2d369072b1b81f76c55b235e44028467ac70f79c8cc7c0965a6fa35,[NH][C@H](C[C][O])C(C)C,39345507,-,(R)-3-amino-4-methylpentan-1-ol,CC(C)[C@H]([NH])C[C][O],39345507,-,(R)-3-amino-4-methylpentan-1-ol,CC(C)C([NH])C[C][O],17039429,-,3-Amino-4-methyl-pentan-1-ol
BHZ,ff15ipq-m.lib_BHZ_sybyl.mol2,ea04b1758674af9ac08a0a9f66794119c069aa6a04f4bff920c1e331570089a8,[NH][C@H](C[C][O])C[C]1[N][CH]N[CH]1,,-,Compound_None,[NH][C@H](C[C][O])C[C]1[CH]N[CH][N]1,,-,Compound_None,[NH]C(C[C][O])C[C]1[CH]N[CH][N]1,,-,Compound_None
MMI,all_modrna08.lib_MMI_sybyl.mol2,6a7afb98007860ea61ebb768244c25c941d60ce8260a9d735536de37682a9376,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=CN(C2=O)C,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cnc2c(=O)n(C)cnc21,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cnc2c(=O)n(C)cnc21,,-,Compound_None
B3E,ff15ipq-m.lib_B3E_sybyl.mol2,9d573af5c23f2b4071c56ea12ea7ac0a0ce72f3a521043aea0203af305e6a93e,[NH][CH](=[CH2][C][O])CC[C]([O-])[O-],-,-,API Error,[NH][CH](=[CH2][C][O])CC[C]([O-])[O-],-,-,API Error,[NH][CH](=[CH2][C][O])CC[C]([O-])[O-],-,-,API Error
CTHR,uni_aminoct03.lib_CTHR_sybyl.mol2,6d8b9844536c6f8c913da8570b594f5836875e29393bf1ebf39f78bd7a89df7c,[NH][C@@H]([C]([C])O)[C]([O-])[O-],,-,Compound_None,[C][C](O)[C@H]([NH])[C]([O-])[O-],,-,Compound_None,[C][C](O)C([NH])[C]([O-])[O-],,-,Compound_None
DA5,terminal_monophosphate.lib_DA5_sybyl.mol2,65e78dc45855f140a4cb56bbade8fffe20a7aaff5403dc6d13dd4614d626925b,[P]([O])([O])(O)OC[C@H]1O[C@H](C[C@@H]1[O])N1c2c(c(ncn2)N)N=C1,,-,Compound_None,Nc1ncnc2c1ncn2[C@H]1C[C@H]([O])[C@@H](CO[P]([O])([O])O)O1,,-,Compound_None,Nc1ncnc2c1ncn2C1CC([O])C(CO[P]([O])([O])O)O1,,-,Compound_None
DHU,all_modrna08.lib_DHU_sybyl.mol2,09df220d0720b01b1adaa3420ea7fd88c78e88d25b274ec0d893530dbf2e078c,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])CC1,,-,Compound_None,[O][C]1CCN([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N1,,-,Compound_None,[O][C]1CCN(C2OC(COP([O])[O])C([O])C2O)[C]([O])N1,,-,Compound_None
B3G,ff15ipq-m.lib_B3G_sybyl.mol2,3be794fe9701a783eb52dfbb07a6108e23b661c05c597655d1b93f1764532f5c,[NH]CC[C][O],9086,CHEBI:143408,3-Aminopropan-1-ol,[NH]CC[C][O],9086,CHEBI:143408,3-Aminopropan-1-ol,[NH]CC[C][O],9086,CHEBI:143408,3-Aminopropan-1-ol
5AU,all_modrna08.lib_5AU_sybyl.mol2,f7cbd029142e2414c61f94075cf07178d5ef04a8132d9082c158dc16fd48f395,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)CNC,,-,Compound_None,CNC[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,CNC[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
NCYS,uni_aminont03.lib_NCYS_sybyl.mol2,bb6f433a2fffc4e560bd0839ff887700839b67e867e52c6888a2a22e5ffeb31f,[NH3+][C@@H]([C]S)[C][O],,-,Compound_None,[NH3+][C@H]([C][O])[C]S,,-,Compound_None,[NH3+]C([C][O])[C]S,,-,Compound_None
B3A,ff15ipq-m.lib_B3A_sybyl.mol2,9181bb7bf4bd64e812dbe6957b3223039b8172241ad8a475609b48a99e064396,[NH][C@H](C[C][O])C,9942121,-,(3S)-3-aminobutan-1-ol,C[C@H]([NH])C[C][O],9942121,-,(3S)-3-aminobutan-1-ol,CC([NH])C[C][O],12202791,-,3-aminobutan-1-ol
DAP,all_prot_nucleic10.lib_DAP_sybyl.mol2,932b3912953a4f1adc515191927acb09b718469ca1b9546a56ab5d3d94213fd5,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1[O],,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1[O],,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1[O],,-,Compound_None
DMG,all_modrna08.lib_DMG_sybyl.mol2,610ea35d42c01ff4d1230a92820b3bf273b08bc9b609f81e47527740b04d4a50,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)N(C)C,,-,Compound_None,CN(C)c1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,,-,Compound_None,CN(C)c1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,147526793,-,"[5-[2-(dimethylamino)-6-oxo-1H-purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium"
B3P,ff15ipq-m.lib_B3P_sybyl.mol2,4ac4f084a5a9c42717e67d42982d1c41cac89ff2e628244f1c33b2f3adc5ef9b,[N]1CCC[C@H]1C[C][O],11768548,-,"2-Pyrrolidineethanol, (S)-",[O][C]C[C@@H]1CCC[N]1,11768548,-,"2-Pyrrolidineethanol, (S)-",[O][C]CC1CCC[N]1,86873,-,19432-88-3
ACE,uni_amino03.lib_ACE_sybyl.mol2,a0ccb53e6c4e831631e93317ea35c562de276a0529a9939d4fff41c5f5f71ffa,CCO,702,CHEBI:16236,ethanol,CCO,702,CHEBI:16236,ethanol,CCO,702,CHEBI:16236,ethanol
T51,amberdyes.lib_T51_sybyl.mol2,937aa9f5eb012473cdbbbcd4ef66192d78d871387ab34d08a9ce9a3542cbd832,c1(c2c(ccc1NC(F)(F)F)C(=C1C(=C=O)C=CC=C1)c1c(c(c(cc1)NC(F)(F)F)S([O])([O])[O])O2)S([O])([O])[O],,-,Compound_None,[O]S([O])([O])c1c(NC(F)(F)F)ccc2c1Oc1c(ccc(NC(F)(F)F)c1S([O])([O])[O])C2=c1ccccc1=C=O,,-,Compound_None,[O]S([O])([O])c1c(NC(F)(F)F)ccc2c1Oc1c(ccc(NC(F)(F)F)c1S([O])([O])[O])C2=c1ccccc1=C=O,,-,Compound_None
OEU,all_modrna08.lib_OEU_sybyl.mol2,46b773c86fc74d6b74c14d8014e9806538116528ab26beea6f12d9d61625cd67,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)OC[C]([O])OC,,-,Compound_None,CO[C]([O])CO[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,CO[C]([O])CO[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
B3M,ff15ipq-m.lib_B3M_sybyl.mol2,7a4ba5048ab02ee0916d851146cfa7060af1fe671c74ed8b8fd5294cc926cb43,[NH][CH](=[CH2][C][O])CCSC,-,-,API Error,[NH][CH](=[CH2][C][O])CCSC,-,-,API Error,[NH][CH](=[CH2][C][O])CCSC,-,-,API Error
CYO,conste.lib_CYO_sybyl.mol2,45be12765e96dc77accdd264ede53bfce8fd8135920aff93ed4ad449b0bc9bdf,[NH]C=C=O,5287405,-,"Acetaldehyde, imino-, (E)-",[NH]C=C=O,5287405,-,"Acetaldehyde, imino-, (E)-",[NH]C=C=O,5287405,-,"Acetaldehyde, imino-, (E)-"
NGLN,uni_aminont03.lib_NGLN_sybyl.mol2,444de08353a3d1e3ae6f3504077cc43c67fdd7c3976442b16a00f10415004b72,[NH3+][C@@H]([C][C][C]([O])N)[C][O],,-,Compound_None,N[C]([O])[C][C][C@H]([NH3+])[C][O],,-,Compound_None,N[C]([O])[C][C]C([NH3+])[C][O],,-,Compound_None
SMU,all_modrna08.lib_SMU_sybyl.mol2,9aaa8e5ccbfb206a77e4f3b8b49f370aca8c96287befd7fb253ef8be565c0db3,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([S])N[C]([O])[C]([CH]1)C[C]([O])OC,,-,Compound_None,CO[C]([O])C[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([S])N[C]1[O],,-,Compound_None,CO[C]([O])C[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([S])N[C]1[O],,-,Compound_None
T46,amberdyes.lib_T46_sybyl.mol2,ed145b2777bb1b3156ab2851d10e39122f38c7e3510339e30d77e308da9fd7de,c1c2c(cc(N)c1)N(c1c([CH]2)ccc(c1)N)CCC[C][O],,-,Compound_None,Nc1ccc2c(c1)N(CCC[C][O])c1cc(N)ccc1[CH]2,,-,Compound_None,Nc1ccc2c(c1)N(CCC[C][O])c1cc(N)ccc1[CH]2,,-,Compound_None
U3E,all_prot_nucleic10.lib_U3E_sybyl.mol2,fc56f3ecbe5168eeabba0a84493840e009cd480c398546beb9cc3027b4618c67,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](O)N[C]2[O])[C@@H]([C@@H]1O)O,,-,Compound_None,[O][C]1N[C](O)[CH][CH]N1[C@@H]1O[C@H](COP([O])[O])[C@@H](O)[C@H]1O,,-,Compound_None,[O][C]1N[C](O)[CH][CH]N1C1OC(COP([O])[O])C(O)C1O,,-,Compound_None
4MC,all_modrna08.lib_4MC_sybyl.mol2,24a534e06952a206d8cce0ef5104031f10f2be6124e799ecd5a07cd018a7ad5b,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(NC)C=C1,,-,Compound_None,CNc1ccn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)n1,,-,Compound_None,CNc1ccn(C2OC(CO[P]([O])=O)C([O])C2O)c(=O)n1,152882423,-,"[3,4-dihydroxy-5-[4-(methylamino)-2-oxopyrimidin-1-yl]oxolan-2-yl]methoxy-hydroxy-oxophosphanium"
NHIP,uni_aminont03.lib_NHIP_sybyl.mol2,0ca83b64ac49fbcf4841d30e4068f1f01430d9680da3838a1a94743ebacaa804,[NH3+][C@@H]([C][C]1N[CH]N[CH]1)[C][O],,-,Compound_None,[NH3+][C@H]([C][O])[C][C]1[CH]N[CH]N1,,-,Compound_None,[NH3+]C([C][O])[C][C]1[CH]N[CH]N1,,-,Compound_None
HID,uni_amino03.lib_HID_sybyl.mol2,d0329d714a1082660ca8110d32eb9297cdce776edee62579db96b4db9763356b,[NH][C@@H]([C][C]1N[CH][N][CH]1)[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C]1[CH][N][CH]N1,,-,Compound_None,[NH]C([C][O])[C][C]1[CH][N][CH]N1,134243510,-,SCHEMBL19852909
NHID,uni_aminont03.lib_NHID_sybyl.mol2,9e12a4157069553be24f5a6dfa4a096916481d63e42f87fb4b772ee92b7e4363,[NH3+][C@@H]([C][C]1N[CH][N][CH]1)[C][O],,-,Compound_None,[NH3+][C@H]([C][O])[C][C]1[CH][N][CH]N1,,-,Compound_None,[NH3+]C([C][O])[C][C]1[CH][N][CH]N1,,-,Compound_None
MAC,all_modrna08.lib_MAC_sybyl.mol2,85c3c855b7506bc30b855d1007979ab822d3aa5f83f4b770b9ede620bb8f9d66,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(NC(=O)C)C=C1,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1ccc(NC(C)=O)nc1=O,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1ccc(NC(C)=O)nc1=O,,-,Compound_None
DCP,all_prot_nucleic10.lib_DCP_sybyl.mol2,eb9617a970b6d3cb831a717d3d28269365fae7adb9766441132f7a4be308d955,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])C[C@@H]1[O],,-,Compound_None,N[C]1[CH][CH]N([C@H]2C[C@H]([O])[C@@H](COP([O])[O])O2)[C]([O])N1,,-,Compound_None,N[C]1[CH][CH]N(C2CC([O])C(COP([O])[O])O2)[C]([O])N1,,-,Compound_None
PC,lipid21.lib_PC_sybyl.mol2,28c4a378165415548fd20c4925bf0e4a4705533caad6f51928c50ce0cba19e0f,[C](=O)OC[C@H](CO[P](OCC[N+](C)(C)C)([O])[O])O[C]=O,,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OC[C@@H](CO[C]=O)O[C]=O,,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OCC(CO[C]=O)O[C]=O,,-,Compound_None
B1R,amberdyes.lib_B1R_sybyl.mol2,6ea34b57237b0cd15bf7982b26f7a3de84265ae2cd2a6aefc2efaf8609351c42,c1(ccc(cc1)C[C@H]([C][O])[NH])[C](C)[N]OC[C]([O])NCCCCC[NH],,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(C[C@@H]([NH])[C][O])cc1,,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(CC([NH])[C][O])cc1,,-,Compound_None
QUG,all_modrna08.lib_QUG_sybyl.mol2,800cf82be9340df9fc3f84c14889ad516cf757df2bc1357ea79be6e2e130d0de,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN[C@H]1[C@H](O)[C@H](O)CC1,,-,Compound_None,Nc1nc2c(c(CN[C@@H]3CC[C@@H](O)[C@H]3O)cn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,,-,Compound_None,Nc1nc2c(c(CNC3CCC(O)C3O)cn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,,-,Compound_None
W7F,ff15ipq-19F.lib_W7F_sybyl.mol2,2bf6d995849600fe1f80dabcb44c2f457e52fd1c73ad132c8733f4c5d2636c5d,[NH][C@@H](C[C]1[CH]Nc2c(F)cccc12)[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]Nc2c(F)cccc21,,-,Compound_None,[NH]C([C][O])C[C]1[CH]Nc2c(F)cccc21,,-,Compound_None
PBG,all_modrna08.lib_PBG_sybyl.mol2,64f95b1eb37e188f13ff7174f9d6abdfd384bab0b79bb24a6a38b745fc056643,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)C[C@@H]([C@@H](C(=O)OC)NC(=O)OC)[C]([O-])[O-])C)C,,-,Compound_None,COC(=O)N[C@H](C(=O)OC)[C@H](Cc1c(C)nc2n(C)c3c(ncn3[C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c(=O)n12)[C]([O-])[O-],,-,Compound_None,COC(=O)NC(C(=O)OC)C(Cc1c(C)nc2n(C)c3c(ncn3C3OC(CO[P]([O])=O)C([O])C3O)c(=O)n12)[C]([O-])[O-],,-,Compound_None
Y1P,phos_amino94.lib_Y1P_sybyl.mol2,167e843147680cb923c84ba42e6fcba4cd9698e0b479f22548c18a07f7e71151,[NH][C@@H](Cc1ccc(cc1)O[P](O)([O])[O])[C][O],,-,Compound_None,[NH][C@H]([C][O])Cc1ccc(O[P]([O])([O])O)cc1,,-,Compound_None,[NH]C([C][O])Cc1ccc(O[P]([O])([O])O)cc1,,-,Compound_None
C1R,amberdyes.lib_C1R_sybyl.mol2,4621549a78ab7f719e9bf9f149f7ee5d564ebfc7016f58147da7b4260a00fe88,[NH][C@@H](CS[C@H]1[C]([O])N([C]([O])C1)CCCCC[NH])[C][O],,-,Compound_None,[NH]CCCCCN1[C]([O])C[C@@H](SC[C@H]([NH])[C][O])[C]1[O],,-,Compound_None,[NH]CCCCCN1[C]([O])CC(SCC([NH])[C][O])[C]1[O],,-,Compound_None
BHP,ff15ipq-m.lib_BHP_sybyl.mol2,06d84c55013210a5195660d16f2ec022dc116d220d7dbe7a789b2c3425b670db,[NH][C@H](C[C][O])C[C]1N[CH]N[CH]1,,-,Compound_None,[NH][C@H](C[C][O])C[C]1[CH]N[CH]N1,,-,Compound_None,[NH]C(C[C][O])C[C]1[CH]N[CH]N1,,-,Compound_None
A5,terminal_monophosphate.lib_A5_sybyl.mol2,9c07311ebb3868d22a6252f14259c6cd9f974f37aff8d638c4a11517a2d2b080,[P]([O])([O])(O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1c2c(c(ncn2)N)N=C1,78224436,-,1fpi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])([O])O)[C@@H]([O])[C@H]1O,78224436,-,1fpi,Nc1ncnc2c1ncn2C1OC(CO[P]([O])([O])O)C([O])C1O,,-,Compound_None
CYF,mod_amino19.lib_CYF_sybyl.mol2,765edf11a46bf1bbddd3d137a05cbbc8080cdae5e3f4651152fe4414ea7bb892,[NH][C@@H](Cc1ccc(cc1)C#N)[C]=O,53845976,-,SCHEMBL1972798,N#Cc1ccc(C[C@H]([NH])[C]=O)cc1,53845976,-,SCHEMBL1972798,N#Cc1ccc(CC([NH])[C]=O)cc1,19089749,-,SCHEMBL1972795
HIA,all_modrna08.lib_HIA_sybyl.mol2,4156623d0225bb490d2bb66761a32065329bf6310103772979e268c286c2a928,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC/C=C(/C)\CO)ncnc12,,-,Compound_None,C/C(=C/CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O)CO,,-,Compound_None,CC(=CCNc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O)CO,,-,Compound_None
SEP,phosaa14SB.lib_SEP_sybyl.mol2,572705f9510130d321f2c54635df0f43ec823abd5b04d9ad52f51d40b2da6b5e,[NH][C@@H](CO[P]([O])([O])[O])[C][O],,-,Compound_None,[NH][C@H]([C][O])CO[P]([O])([O])[O],,-,Compound_None,[NH]C([C][O])CO[P]([O])([O])[O],,-,Compound_None
H2D,phosaa14SB.lib_H2D_sybyl.mol2,91c16cb31415bc67294f26b1634138777ff05f061240806dcf0743749071f4b9,[NH][C@@H](C[C]1N([CH]N[CH]1)[P]([O])([O])[O])[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]N[CH]N1[P]([O])([O])[O],,-,Compound_None,[NH]C([C][O])C[C]1[CH]N[CH]N1[P]([O])([O])[O],,-,Compound_None
CILE,uni_aminoct03.lib_CILE_sybyl.mol2,1321c9e7fc83898142ae4aef7b7c512e4933631bbb275ef615c820834c65ddf5,[NH][C@@H]([C]([C])[C][C])[C]([O-])[O-],,-,Compound_None,[C][C][C]([C])[C@H]([NH])[C]([O-])[O-],,-,Compound_None,[C][C][C]([C])C([NH])[C]([O-])[O-],,-,Compound_None
NHYP,GLYCAM_aminont_06j_12SB.lib_NHYP_sybyl.mol2,1b190553555cc271b132f13242f1bfd4ac1f0d202e8dc1c03482dd15928e54af,[NH2+]1C[C@H](O)C[C@H]1[C][O],42554282,-,"(3R,5S)-5-(hydroxymethyl)pyrrolidin-1-ium-3-ol",[O][C][C@@H]1C[C@@H](O)C[NH2+]1,42554282,-,"(3R,5S)-5-(hydroxymethyl)pyrrolidin-1-ium-3-ol",[O][C]C1CC(O)C[NH2+]1,74814304,-,5-(hydroxymethyl)pyrrolidin-1-ium-3-ol
T1P,phosaa19SB.lib_T1P_sybyl.mol2,3031fc98d800b97f70db8678a52b179645bc0fd0c5f89f6b64099a851fd182bf,[NH][C@@H]([C@@H](C)O[P](O)([O])[O])[C][O],78224480,-,"[(2R,3R)-3-amino-4-hydroxybutan-2-yl]oxy-trihydroxyphosphanium",C[C@@H](O[P]([O])([O])O)[C@H]([NH])[C][O],78224480,-,"[(2R,3R)-3-amino-4-hydroxybutan-2-yl]oxy-trihydroxyphosphanium",CC(O[P]([O])([O])O)C([NH])[C][O],,-,Compound_None
MMC,all_modrna08.lib_MMC_sybyl.mol2,580b4ece83acfebbb9507e162eeedb55dddf8d9f6320ec3d995afc211171cb0f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)C,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cc(C)c(N)nc1=O,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cc(C)c(N)nc1=O,,-,Compound_None
Tth,amberdyes.lib_Tth_sybyl.mol2,867bf824106f6b54d05f3be7534115e4d546bddff0a90d55c02be56538e8cb83,c12c(cc(cc2)N(C)C)Sc2c(C1=C1C=CC=CC1=C=O)ccc(c2)N(C)C,,-,Compound_None,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1C2=c1ccccc1=C=O,,-,Compound_None,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1C2=c1ccccc1=C=O,,-,Compound_None
D3GE,all_prot_nucleic10.lib_D3GE_sybyl.mol2,1b6675f6d117a73bcf67f77cbbcc89d893e9c415b6106c771127471ad4daa16a,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1O,,-,Compound_None
BCY,ff15ipq-m.lib_BCY_sybyl.mol2,44ec10c2a6758f647eb395627e8d52bc96e0d19efabb516131a5285d9505f2df,[NH][C@H]1CCC[C@@H]1[C][O],9793734,-,"((1S,2S)-2-Aminocyclopentyl)methanol",[NH][C@H]1CCC[C@@H]1[C][O],9793734,-,"((1S,2S)-2-Aminocyclopentyl)methanol",[NH]C1CCCC1[C][O],13514419,-,(2-Aminocyclopentyl)methanol
PSU,all_modrna08.lib_PSU_sybyl.mol2,4537c4f6827e857af9207c94acf14e63b01a95c8ca65ea862db2f0d315e50355,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[C]1[C]([O])N[C]([O])N[CH]1,,-,Compound_None,[O][C]1N[CH][C]([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N1,,-,Compound_None,[O][C]1N[CH][C](C2OC(COP([O])[O])C([O])C2O)[C]([O])N1,,-,Compound_None
SPA,all_modrna08.lib_SPA_sybyl.mol2,824430345e888d56c22334d8b3187ed669667670b34904fb0ff195a811f9d8d2,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NCC=C(C)C)nc(nc12)SC,,-,Compound_None,CSc1nc(NCC=C(C)C)c2ncn([C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c2n1,,-,Compound_None,CSc1nc(NCC=C(C)C)c2ncn(C3OC(CO[P]([O])=O)C([O])C3O)c2n1,,-,Compound_None
B3C,ff15ipq-m.lib_B3C_sybyl.mol2,68168c0fbc7f4751b317c5721ba01fd3afffcf4ebd8f5f1c1c3d12a1a1b799e4,[NH][C@H](C[C][O])CS,101678539,-,(3R)-3-amino-4-sulfanylbutan-1-ol,[NH][C@@H](CS)C[C][O],101678539,-,(3R)-3-amino-4-sulfanylbutan-1-ol,[NH]C(CS)C[C][O],517255,-,3-amino-4-sulfanylbutan-1-ol
CARG,uni_aminoct03.lib_CARG_sybyl.mol2,279f30cdbcfbc0338b02dc381858619d784332b26cf6a10348a98df24dc9e1ab,[NH][C@@H]([C][C][C]N[C](N)N)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C][C][C]N[C](N)N)[C]([O-])[O-],,-,Compound_None,[NH]C([C][C][C]N[C](N)N)[C]([O-])[O-],,-,Compound_None
D3A,all_prot_nucleic10.lib_D3A_sybyl.mol2,f5ce483c2d248a68ad5b34d36144d19117285f1356141ba5890d2d0844f0d1d0,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1O,,-,Compound_None
4AC,all_modrna08.lib_4AC_sybyl.mol2,71df72502e6076c83fecf0bc714e4ef688c965ff598e208ea894c257144c4d13,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(NC(=O)C)C=C1,,-,Compound_None,CC(=O)Nc1ccn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)n1,,-,Compound_None,CC(=O)Nc1ccn(C2OC(CO[P]([O])=O)C([O])C2O)c(=O)n1,148985104,-,"[5-(4-acetamido-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium"
AP,all_prot_nucleic10.lib_AP_sybyl.mol2,83ddb389e831c1ed493a5867636b4ca29433e69c91bcc0c69c27e8d858dc29d2,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,,-,Compound_None
